rank,utility_tier,name,action,reason,custom_protected,optimization_llm_protected,provenance,path,archived_path,source
629,4,gcp-pipeline-orchestration,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/gcp-pipeline-orchestration/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/gcp-pipeline-orchestration/SKILL.md,~/.claude/skills/gcp-pipeline-orchestration/SKILL.md
630,4,gcp-pipeline-resource-provisioning,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/gcp-pipeline-resource-provisioning/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/gcp-pipeline-resource-provisioning/SKILL.md,~/.claude/skills/gcp-pipeline-resource-provisioning/SKILL.md
631,4,gcp-spark,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/gcp-spark/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/gcp-spark/SKILL.md,~/.claude/skills/gcp-spark/SKILL.md
632,4,gnomad-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/gnomad-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/gnomad-database/SKILL.md,~/.claude/skills/gnomad_database/SKILL.md
633,4,google-antigravity-sdk,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/google-antigravity-sdk/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/google-antigravity-sdk/SKILL.md,~/.claude/skills/google-antigravity-sdk/SKILL.md
634,4,gtex-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/gtex-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/gtex-database/SKILL.md,~/.claude/skills/gtex_database/SKILL.md
635,4,human-protein-atlas-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/human-protein-atlas-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/human-protein-atlas-database/SKILL.md,~/.claude/skills/human_protein_atlas_database/SKILL.md
636,4,interpro-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/interpro-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/interpro-database/SKILL.md,~/.claude/skills/interpro_database/SKILL.md
637,4,jaspar-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/jaspar-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/jaspar-database/SKILL.md,~/.claude/skills/jaspar_database/SKILL.md
638,4,literature-search-biorxiv,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/literature-search-biorxiv/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/literature-search-biorxiv/SKILL.md,~/.claude/skills/literature_search_biorxiv/SKILL.md
639,4,literature-search-europepmc,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/literature-search-europepmc/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/literature-search-europepmc/SKILL.md,~/.claude/skills/literature_search_europepmc/SKILL.md
640,4,medusa-dev:db-generate,archive,Narrow third-party migration or command shortcut; broader engineering skills retained,False,False,verified external,~/.codex/plugins/cache/medusa/medusa-dev/1.0.12/skills/db-generate/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.codex/plugins/cache/medusa/medusa-dev/1.0.12/skills/db-generate/SKILL.md,
641,4,medusa-dev:db-migrate,archive,Narrow third-party migration or command shortcut; broader engineering skills retained,False,False,verified external,~/.codex/plugins/cache/medusa/medusa-dev/1.0.12/skills/db-migrate/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.codex/plugins/cache/medusa/medusa-dev/1.0.12/skills/db-migrate/SKILL.md,
642,4,medusa-dev:new-user,archive,Narrow third-party migration or command shortcut; broader engineering skills retained,False,False,verified external,~/.codex/plugins/cache/medusa/medusa-dev/1.0.12/skills/new-user/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.codex/plugins/cache/medusa/medusa-dev/1.0.12/skills/new-user/SKILL.md,
643,4,mozjs-upgrade-fork,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/mozjs-upgrade-fork/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/mozjs-upgrade-fork/SKILL.md,~/.claude/skills/glean/group_3/skills/gemini-plugins-mozjs-upgrade-fork/SKILL.md
644,4,mozjs-upgrade-integrate,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/mozjs-upgrade-integrate/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/mozjs-upgrade-integrate/SKILL.md,~/.claude/skills/glean/group_3/skills/gemini-plugins-mozjs-upgrade-integrate/SKILL.md
645,4,mozjs-upgrade-validate,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/mozjs-upgrade-validate/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/mozjs-upgrade-validate/SKILL.md,~/.claude/skills/glean/group_3/skills/gemini-plugins-mozjs-upgrade-validate/SKILL.md
646,4,ncbi-sequence-fetch,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/ncbi-sequence-fetch/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/ncbi-sequence-fetch/SKILL.md,~/.claude/skills/ncbi_sequence_fetch/SKILL.md
647,4,openfda-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/openfda-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/openfda-database/SKILL.md,~/.claude/skills/openfda_database/SKILL.md
648,4,opentargets-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/opentargets-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/opentargets-database/SKILL.md,~/.claude/skills/opentargets_database/SKILL.md
649,4,ordercli,archive,"Special-purpose third-party channel, device, contest, or ordering workflow outside current priorities",False,False,verified external,~/.agents/skills/ordercli/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/ordercli/SKILL.md,~/.claude/skills/ordercli/SKILL.md
650,4,pdb-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/pdb-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/pdb-database/SKILL.md,~/.claude/skills/pdb_database/SKILL.md
651,4,predictingthepast,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/predictingthepast/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/predictingthepast/SKILL.md,~/.claude/skills/predictingthepast/SKILL.md
652,4,protein-sequence-msa,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/protein-sequence-msa/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/protein-sequence-msa/SKILL.md,~/.claude/skills/protein_sequence_msa/SKILL.md
653,4,protein-sequence-similarity-search,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/protein-sequence-similarity-search/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/protein-sequence-similarity-search/SKILL.md,~/.claude/skills/protein_sequence_similarity_search/SKILL.md
654,4,pubchem-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/pubchem-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/pubchem-database/SKILL.md,~/.claude/skills/pubchem_database/SKILL.md
655,4,pymol,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/pymol/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/pymol/SKILL.md,~/.claude/skills/pymol/SKILL.md
656,4,quickgo-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/quickgo-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/quickgo-database/SKILL.md,~/.claude/skills/quickgo_database/SKILL.md
657,4,sls-pin-bump,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/sls-pin-bump/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/sls-pin-bump/SKILL.md,~/.claude/skills/glean/group_3/skills/gemini-plugins-sls-pin-bump/SKILL.md
658,4,string-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/string-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/string-database/SKILL.md,~/.claude/skills/string_database/SKILL.md
659,4,survey-builder:survey-builder,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.codex/plugins/cache/mongodb-internal/survey-builder/local/skills/survey-builder/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.codex/plugins/cache/mongodb-internal/survey-builder/local/skills/survey-builder/SKILL.md,
660,4,ucsc-conservation-and-tfbs,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/ucsc-conservation-and-tfbs/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/ucsc-conservation-and-tfbs/SKILL.md,~/.claude/skills/ucsc_conservation_and_tfbs/SKILL.md
661,4,unibind-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/unibind-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/unibind-database/SKILL.md,~/.claude/skills/unibind_database/SKILL.md
662,4,uniprot-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/uniprot-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/uniprot-database/SKILL.md,~/.claude/skills/uniprot_database/SKILL.md
663,4,wt-cli-tool,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/wt-cli-tool/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/wt-cli-tool/SKILL.md,~/.claude/skills/glean/group_2/skills/gemini-plugins-wt-cli-tool/SKILL.md
664,4,wt-code-review,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/wt-code-review/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/wt-code-review/SKILL.md,~/.claude/skills/glean/group_2/skills/gemini-plugins-wt-code-review/SKILL.md
665,4,wt-code-review-quick,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/wt-code-review-quick/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/wt-code-review-quick/SKILL.md,~/.claude/skills/glean/group_2/skills/gemini-plugins-wt-code-review-quick/SKILL.md
666,4,wt-jungle-review,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/wt-jungle-review/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/wt-jungle-review/SKILL.md,~/.claude/skills/glean/group_2/skills/gemini-plugins-wt-jungle-review/SKILL.md
